query_id	doc_id	rel	rappel	precision
821387	1673450_2	1		
821387	821387_6	4	0.1	0.09523809523809523
821387	866587_0	1		
821387	3884207_1	2		
821387	1115338_0	1		
821387	2068003_5	4	0.15	0.12
821387	2843594_2	1		
821387	1496019_1	1		
821387	821387_14	3	0.2	0.14285714285714285
821387	821387_3	4	0.25	0.1724137931034483
821387	821387_18	2		
1880028	4145479_2	2		
1880028	2266582_1	1		
1880028	2776567_3	2		
1880028	1426716_0	2		
1880028	2546325_4	2		
1880028	1880028_0	4	0.16666666666666666	0.16666666666666666
1880028	4044842_5	2		
1880028	2546325_0	3	0.3333333333333333	0.25
1880028	2881224_6	2		
1880028	332150_1	1		
1880028	1784939_7	1		
1880028	1426716_3	2		
1880028	1880028_3	4	0.5	0.23076923076923078
1880028	1922877_8	1		
1880028	2146313_11	1		
1880028	2674232_1	1		
1880028	4044842_6	2		
1880028	1689492_7	2		
1880028	3652788_0	2		
1880028	4145479_0	2		
1880028	3399136_3	1		
1880028	1110438_2	1		
1880028	751_6	1		
1880028	1190721_1	4	0.6666666666666666	0.16666666666666666
1880028	845140_9	2		
1880028	4044842_3	2		
1880028	3873627_0	1		
1880028	3053321_0	2		
1880028	552511_4	1		
1880028	1162060_8	1		
4448097	4448097_1	4	0.1111111111111111	1.0
4448097	2240812_3	1		
4448097	3788627_0	1		
4448097	111526_5	3	0.2222222222222222	0.5
4448097	4448097_0	4	0.3333333333333333	0.6
4448097	849485_9	1		
4448097	2235643_5	1		
4448097	1036735_0	2		
4448097	338389_15	1		
4448097	4007949_10	2		
4448097	3511361_10	1		
4448097	4116278_3	2		
4448097	1883395_5	1		
4448097	1642380_26	1		
4448097	2977838_10	2		
4448097	1897011_0	1		
4448097	445880_0	1		
4448097	1897011_1	2		
4448097	3376143_2	3	0.4444444444444444	0.21052631578947367
4448097	2309072_2	3	0.5555555555555556	0.25
4448097	1166941_1	1		
4448097	3593337_1	1		
4448097	1814059_0	1		
4448097	2855289_1	1		
4448097	3025260_1	1		
4448097	993930_4	1		
4448097	993930_6	1		
4448097	3154825_1	1		
4448097	3911772_2	1		
4448097	3264099_4	1		
1287437	3339223_8	2		
1287437	150749_3	2		
1287437	1287437_0	4	0.07692307692307693	0.3333333333333333
1287437	956682_14	2		
1287437	3777714_2	2		
1287437	925163_0	2		
1287437	843022_8	3	0.15384615384615385	0.2857142857142857
1287437	2489233_8	4	0.23076923076923078	0.375
1287437	4337286_0	3	0.3076923076923077	0.4444444444444444
1287437	3498093_1	2		
1287437	1761427_5	1		
1287437	598425_4	1		
1287437	1402930_0	4	0.38461538461538464	0.38461538461538464
1287437	4223149_5	2		
1287437	3596739_6	2		
1287437	2604_2	1		
1287437	3777714_0	1		
1287437	956682_15	4	0.46153846153846156	0.3333333333333333
1287437	973859_3	1		
1287437	3777714_1	2		
1287437	896725_8	1		
1287437	3596739_2	4	0.5384615384615384	0.3181818181818182
1287437	956682_10	3	0.6153846153846154	0.34782608695652173
1287437	1302416_4	1		
1287437	1199639_10	1		
1287437	1302416_0	2		
1287437	2787104_2	1		
1287437	3451437_0	1		
1287437	2290758_0	1		
1287437	3863389_5	1		
2956570	186445_0	1		
2956570	550933_7	1		
2956570	3766945_0	2		
2956570	2956570_0	4	0.125	0.25
2956570	954746_1	1		
2956570	2956570_5	3	0.25	0.3333333333333333
2956570	2956570_6	3	0.375	0.42857142857142855
2956570	4066758_22	1		
2956570	2519825_4	2		
2956570	3538973_2	3	0.5	0.4
2956570	948766_0	1		
2956570	3909432_13	1		
2956570	3970933_3	1		
2956570	3538973_0	2		
2956570	3538973_1	1		
2956570	4443815_9	1		
2956570	2956570_3	3	0.625	0.29411764705882354
2956570	190463_0	1		
2956570	2184493_0	1		
2956570	1690271_1	2		
2956570	1864386_3	1		
2956570	499974_94	1		
2956570	2956570_4	3	0.75	0.2608695652173913
2956570	2519825_11	1		
2956570	2061424_6	1		
2956570	2018562_5	1		
2956570	2539741_5	1		
2956570	2628801_1	3	0.875	0.25
2956570	4185501_12	1		
2956570	2796298_0	1		
1351675	1062527_5	1		
1351675	3091603_2	2		
1351675	3767210_5	1		
1351675	449814_30	3	0.2	0.25
1351675	429066_5	1		
1351675	4149121_2	2		
1351675	2250327_3	1		
1351675	4301872_3	2		
1351675	1220420_0	2		
1351675	1791276_11	2		
1351675	975675_3	1		
1351675	3902668_1	1		
1351675	1792352_1	3	0.4	0.15384615384615385
1351675	2895212_1	1		
1351675	2720201_4	1		
1351675	2680043_1	1		
1351675	746975_2	1		
1351675	456343_1	1		
1351675	1847289_1	1		
1351675	4216780_4	1		
1351675	1880300_3	1		
1351675	4209320_0	1		
1351675	4357460_14	1		
1351675	997038_3	1		
1351675	1835434_6	1		
1351675	20376_10	1		
1351675	4406669_4	1		
1351675	1345608_1	1		
1351675	3559048_10	1		
1351675	2865988_0	2		
1783010	1783010_6	1		
1783010	1166941_1	1		
1783010	3593337_1	1		
1783010	1814059_0	1		
1783010	2855289_1	1		
1783010	3025260_1	1		
1783010	993930_4	1		
1783010	993930_6	1		
1783010	3154825_1	1		
1783010	3911772_2	1		
1783010	3264099_4	1		
1783010	1189138_4	1		
1783010	3087730_3	1		
1783010	2854662_2	1		
1783010	550353_0	1		
1783010	1351675_0	1		
1783010	1351675_1	1		
1783010	1351675_2	1		
1783010	1351675_3	1		
1783010	1888463_0	1		
1783010	641980_0	1		
1783010	641980_3	1		
1783010	4216080_1	1		
1783010	3226524_5	1		
1783010	3074426_2	1		
1783010	2143798_0	1		
1783010	1881985_0	1		
1783010	4047045_0	1		
1783010	122136_0	1		
1783010	1443498_0	1		
2799913	267071_17	2		
2799913	1715937_5	3	0.0625	0.5
2799913	1584386_1	3	0.125	0.6666666666666666
2799913	843027_0	2		
2799913	24637_5	1		
2799913	3377816_9	1		
2799913	922849_22	1		
2799913	2834121_0	3	0.1875	0.375
2799913	2150043_6	2		
2799913	868944_11	1		
2799913	558309_22	2		
2799913	247042_4	2		
2799913	4361653_7	4	0.25	0.3076923076923077
2799913	2245816_2	4	0.3125	0.35714285714285715
2799913	2893666_8	2		
2799913	1373069_7	1		
2799913	1477322_4	1		
2799913	2834121_1	2		
2799913	350270_1	1		
2799913	2286595_1	4	0.375	0.3
2799913	3698636_3	1		
2799913	250848_9	1		
2799913	821387_20	1		
2799913	3874326_0	1		
2799913	843631_3	1		
2799913	2026361_1	1		
2799913	919065_1	1		
2799913	762066_5	1		
2799913	1926712_3	1		
2799913	2126572_1	1		
2142044	1466730_10	1		
2142044	776235_11	2		
2142044	811091_0	2		
2142044	788976_8	1		
2142044	4312176_7	2		
2142044	418085_1	1		
2142044	2310879_1	1		
2142044	668613_5	3	0.14285714285714285	0.125
2142044	1466730_1	2		
2142044	2159677_1	1		
2142044	2698227_3	1		
2142044	4344424_2	1		
2142044	2294159_1	2		
2142044	2170642_5	1		
2142044	3507491_14	1		
2142044	4367654_4	1		
2142044	1351675_1	1		
2142044	4231010_6	1		
2142044	418085_0	1		
2142044	4088247_0	1		
2142044	4190287_4	1		
2142044	788976_10	1		
2142044	3137439_4	1		
2142044	3169320_1	1		
2142044	3472762_2	1		
2142044	1860183_4	1		
2142044	3979971_8	1		
2142044	2142044_0	4	0.2857142857142857	0.07142857142857142
2142044	1977915_12	1		
2142044	3885414_7	1		
707303	2176089_0	2		
707303	829519_10	3	0.047619047619047616	0.5
707303	707303_2	3	0.09523809523809523	0.6666666666666666
707303	1673450_4	3	0.14285714285714285	0.75
707303	707303_4	3	0.19047619047619047	0.8
707303	1948910_22	3	0.23809523809523808	0.8333333333333334
707303	595324_10	3	0.2857142857142857	0.8571428571428571
707303	1257519_4	4	0.3333333333333333	0.875
707303	728215_2	2		
707303	76436_3	1		
707303	922849_22	1		
707303	3288199_0	4	0.38095238095238093	0.6666666666666666
707303	1473540_1	1		
707303	866250_0	3	0.42857142857142855	0.6428571428571429
707303	2473920_0	1		
707303	250848_9	1		
707303	1402231_0	1		
707303	3025319_14	2		
707303	317089_12	3	0.47619047619047616	0.5263157894736842
707303	1878166_4	3	0.5238095238095238	0.55
707303	3077125_2	4	0.5714285714285714	0.5714285714285714
707303	1519022_3	1		
707303	2145892_14	1		
707303	2041367_0	1		
707303	2446614_6	1		
707303	3554263_2	1		
707303	3016922_10	3	0.6190476190476191	0.48148148148148145
707303	3594006_2	1		
707303	696864_6	1		
707303	3146069_12	1		
676028	676028_2	2		
676028	1676158_3	2		
676028	3685222_3	1		
676028	1676158_2	2		
676028	3347960_0	3	0.16666666666666666	0.2
676028	2643507_20	1		
676028	1136677_4	2		
676028	90118_2	2		
676028	638670_33	4	0.3333333333333333	0.2222222222222222
676028	3878374_9	2		
676028	4293131_2	3	0.5	0.2727272727272727
676028	1582877_7	1		
676028	1676158_6	2		
676028	288178_4	2		
676028	676028_0	4	0.6666666666666666	0.26666666666666666
676028	2008017_3	1		
676028	809037_4	1		
676028	2667024_0	1		
676028	3313308_2	1		
676028	2443586_16	1		
676028	4354280_3	1		
676028	922849_25	1		
676028	2008017_2	1		
676028	922849_31	1		
676028	312215_3	1		
676028	2266782_2	2		
676028	199087_14	2		
676028	2643507_5	1		
676028	248974_2	1		
676028	2929480_7	1		
2484180	2484180_8	3	0.08333333333333333	1.0
2484180	2145892_14	2		
2484180	1047976_2	3	0.16666666666666666	0.6666666666666666
2484180	2132185_8	1		
2484180	3977461_0	2		
2484180	3035718_6	1		
2484180	2804395_3	4	0.25	0.42857142857142855
2484180	921891_4	3	0.3333333333333333	0.5
2484180	3824206_8	4	0.4166666666666667	0.5555555555555556
2484180	1778017_5	2		
2484180	3971195_1	1		
2484180	2548275_4	2		
2484180	2484180_11	2		
2484180	2008017_2	1		
2484180	2484180_7	2		
2484180	2484180_6	2		
2484180	4018891_67	1		
2484180	1431284_13	1		
2484180	76436_3	1		
2484180	4213891_5	1		
2484180	2008017_13	1		
2484180	4234902_0	1		
2484180	2600376_4	2		
2484180	3759973_13	1		
2484180	2484180_1	4	0.5	0.24
2484180	2484180_10	3	0.5833333333333334	0.2692307692307692
2484180	1404624_3	1		
2484180	499974_94	1		
2484180	3381250_9	1		
2484180	2387399_22	2		
2814599	2814599_1	4	0.2	1.0
2814599	2814599_3	4	0.4	1.0
2814599	2814599_0	4	0.6	1.0
2814599	2814599_4	2		
2814599	332150_1	1		
2814599	2607044_0	1		
2814599	1784939_7	1		
2814599	421818_4	2		
2814599	1922877_8	1		
2814599	2146313_11	1		
2814599	2220192_6	1		
2814599	2674232_1	1		
2814599	1444008_1	1		
2814599	295179_4	1		
2814599	2814599_2	3	0.8	0.26666666666666666
2814599	388224_10	1		
2814599	3647196_9	2		
2814599	2849814_2	2		
2814599	1806469_2	2		
2814599	3399136_3	1		
2814599	1110438_2	1		
2814599	751_6	1		
2814599	2814599_5	1		
2814599	4018891_55	1		
2814599	1780249_10	1		
2814599	2814722_5	1		
2814599	3873627_0	1		
2814599	932490_4	2		
2814599	3784480_2	1		
2814599	733519_2	2		
1702151	39478_1	3	0.3333333333333333	1.0
1702151	3655585_4	1		
1702151	4279699_1	1		
1702151	4020672_0	1		
1702151	939905_9	2		
1702151	568025_0	1		
1702151	1880300_3	1		
1702151	617028_6	1		
1702151	149001_6	1		
1702151	2785504_9	1		
1702151	2298623_2	2		
1702151	2859083_3	1		
1702151	4250296_6	1		
1702151	2641742_3	1		
1702151	986088_8	2		
1702151	1397825_1	1		
1702151	2188621_3	1		
1702151	1900286_7	1		
1702151	1702151_0	4	0.6666666666666666	0.10526315789473684
1702151	4316440_8	1		
1702151	2292753_5	1		
1702151	2585255_1	2		
1702151	1514827_7	2		
1702151	1551178_7	1		
1702151	462424_5	2		
1702151	2152074_1	1		
1702151	1745273_0	1		
1702151	4020184_0	1		
1702151	2172889_1	1		
1702151	728252_6	1		
851124	851124_2	4	0.07692307692307693	1.0
851124	3747481_14	2		
851124	780772_4	2		
851124	956422_2	3	0.15384615384615385	0.5
851124	2189014_1	2		
851124	4215432_1	2		
851124	3964333_5	2		
851124	2762948_14	2		
851124	4476738_0	2		
851124	851124_4	4	0.23076923076923078	0.3
851124	851124_3	3	0.3076923076923077	0.36363636363636365
851124	841330_5	2		
851124	234348_2	4	0.38461538461538464	0.38461538461538464
851124	1440592_8	3	0.46153846153846156	0.42857142857142855
851124	1354800_2	2		
851124	851124_5	3	0.5384615384615384	0.4375
851124	1515803_6	2		
851124	3097963_0	1		
851124	2352161_1	4	0.6153846153846154	0.42105263157894735
851124	851124_0	4	0.6923076923076923	0.45
851124	2019409_7	1		
851124	4271823_11	1		
851124	1944018_17	1		
851124	3488694_3	3	0.7692307692307693	0.4166666666666667
851124	558570_11	1		
851124	279279_3	1		
851124	2287079_3	2		
851124	2650608_4	1		
851124	2380990_1	1		
851124	4249547_0	3	0.8461538461538461	0.36666666666666664
3698636	2662230_2	2		
3698636	1822999_8	4	0.05555555555555555	0.5
3698636	3597817_1	2		
3698636	754739_7	2		
3698636	1115338_10	1		
3698636	3837600_0	2		
3698636	1526792_6	2		
3698636	3171875_8	3	0.1111111111111111	0.25
3698636	4347647_4	2		
3698636	1658873_7	1		
3698636	1187880_4	2		
3698636	2205199_2	3	0.16666666666666666	0.25
3698636	3644497_8	2		
3698636	4226760_9	1		
3698636	4473331_4	1		
3698636	4035663_2	1		
3698636	3698636_0	4	0.2222222222222222	0.23529411764705882
3698636	3319146_7	2		
3698636	3152320_20	1		
3698636	3234900_12	1		
3698636	2722241_9	1		
3698636	235551_5	1		
3698636	3698636_7	4	0.2777777777777778	0.21739130434782608
3698636	3409233_14	2		
3698636	2329578_7	1		
3698636	2484180_0	1		
3698636	2722241_12	1		
3698636	3271086_6	1		
3698636	3698636_6	4	0.3333333333333333	0.20689655172413793
3698636	235551_0	1		
1844896	1485188_11	2		
1844896	2529760_0	1		
1844896	1844896_2	2		
1844896	2360161_1	1		
1844896	1844896_4	3	0.1	0.2
1844896	4181216_6	3	0.2	0.3333333333333333
1844896	1844896_1	4	0.3	0.42857142857142855
1844896	2649026_1	1		
1844896	4143403_9	1		
1844896	3557329_3	2		
1844896	2548275_17	1		
1844896	580714_0	1		
1844896	1044213_0	1		
1844896	1184057_0	3	0.4	0.2857142857142857
1844896	1958890_5	2		
1844896	1854996_2	1		
1844896	2843675_3	2		
1844896	2318465_1	1		
1844896	949154_15	1		
1844896	402514_6	1		
1844896	742417_5	1		
1844896	369149_0	4	0.5	0.22727272727272727
1844896	3723508_3	3	0.6	0.2608695652173913
1844896	4210039_13	1		
1844896	793463_19	1		
1844896	2683964_0	1		
1844896	3547758_0	2		
1844896	1844896_3	3	0.7	0.25
1844896	1209792_4	1		
1844896	128053_1	1		
2290758	842869_9	2		
2290758	1674423_10	3	0.0625	0.5
2290758	1015398_8	2		
2290758	4263006_2	3	0.125	0.5
2290758	2789367_1	3	0.1875	0.6
2290758	627742_0	3	0.25	0.6666666666666666
2290758	2594000_0	2		
2290758	3444414_20	3	0.3125	0.625
2290758	3338514_7	2		
2290758	4018891_13	1		
2290758	852482_1	2		
2290758	938564_8	1		
2290758	1010128_1	1		
2290758	1675113_3	2		
2290758	3882948_11	1		
2290758	2008017_13	1		
2290758	3851041_31	3	0.375	0.35294117647058826
2290758	4447742_17	3	0.4375	0.3888888888888889
2290758	385425_6	3	0.5	0.42105263157894735
2290758	4165382_7	1		
2290758	2787567_4	3	0.5625	0.42857142857142855
2290758	795626_4	2		
2290758	3557397_1	2		
2290758	2290802_3	1		
2290758	2541591_11	1		
2290758	3594006_2	4	0.625	0.38461538461538464
2290758	592364_3	1		
2290758	1300291_5	1		
2290758	2325953_9	1		
2290758	4018891_44	1		
143833	4105530_10	1		
143833	2580192_2	2		
143833	4032001_7	2		
143833	1130467_0	2		
143833	2539741_0	2		
143833	211922_2	2		
143833	3769909_5	1		
143833	3757501_4	1		
143833	1391621_5	1		
143833	2404029_2	2		
143833	158155_14	2		
143833	202603_8	2		
143833	143833_0	4	0.16666666666666666	0.07692307692307693
143833	3542328_40	1		
143833	3723508_3	1		
143833	3977645_5	2		
143833	746920_2	1		
143833	3511244_1	2		
143833	2582920_13	1		
143833	1910512_0	1		
143833	143833_5	3	0.3333333333333333	0.09523809523809523
143833	143833_6	4	0.5	0.13636363636363635
143833	1458356_0	1		
143833	1814439_2	1		
143833	1191517_0	1		
143833	2462566_8	1		
143833	1453706_13	2		
143833	3694941_2	1		
143833	1598784_2	1		
143833	143833_4	3	0.6666666666666666	0.13333333333333333
3910925	4428185_5	2		
3910925	4428185_0	4	0.038461538461538464	0.5
3910925	3720632_7	2		
3910925	2831596_5	4	0.07692307692307693	0.5
3910925	3081548_1	2		
3910925	1961993_3	3	0.11538461538461539	0.5
3910925	590494_3	4	0.15384615384615385	0.5714285714285714
3910925	1742488_2	2		
3910925	3720632_4	1		
3910925	3910925_6	2		
3910925	2556570_2	1		
3910925	3910925_2	4	0.19230769230769232	0.4166666666666667
3910925	3910925_9	4	0.23076923076923078	0.46153846153846156
3910925	2349974_3	2		
3910925	3910925_7	3	0.2692307692307692	0.4666666666666667
3910925	1961993_1	3	0.3076923076923077	0.5
3910925	3143517_0	2		
3910925	696384_0	3	0.34615384615384615	0.5
3910925	834635_0	4	0.38461538461538464	0.5263157894736842
3910925	601072_7	4	0.4230769230769231	0.55
3910925	728428_1	4	0.46153846153846156	0.5714285714285714
3910925	2065163_1	4	0.5	0.5909090909090909
3910925	3513905_7	4	0.5384615384615384	0.6086956521739131
3910925	1208437_1	4	0.5769230769230769	0.625
3910925	283506_5	3	0.6153846153846154	0.64
3910925	3143517_14	4	0.6538461538461539	0.6538461538461539
3910925	1825763_2	4	0.6923076923076923	0.6666666666666666
3910925	1825763_0	3	0.7307692307692307	0.6785714285714286
3910925	1296683_4	1		
3910925	283506_3	3	0.7692307692307693	0.6666666666666666
2643507	2643507_2	3	0.07692307692307693	1.0
2643507	2643507_9	2		
2643507	2643507_0	4	0.15384615384615385	0.6666666666666666
2643507	2643507_15	4	0.23076923076923078	0.75
2643507	2643507_12	3	0.3076923076923077	0.8
2643507	2643507_7	2		
2643507	1563045_2	3	0.38461538461538464	0.7142857142857143
2643507	4221450_0	2		
2643507	2643507_19	4	0.46153846153846156	0.6666666666666666
2643507	2925174_1	2		
2643507	364589_9	2		
2643507	3803905_12	1		
2643507	903196_1	2		
2643507	364589_5	4	0.5384615384615384	0.5
2643507	2679009_4	3	0.6153846153846154	0.5333333333333333
2643507	2643507_13	4	0.6923076923076923	0.5625
2643507	1374825_0	2		
2643507	2643507_21	2		
2643507	2889585_5	1		
2643507	751_6	1		
2643507	1589216_5	3	0.7692307692307693	0.47619047619047616
2643507	1270436_7	3	0.8461538461538461	0.5
2643507	2643507_4	3	0.9230769230769231	0.5217391304347826
2643507	3562810_2	1		
2643507	1167882_5	1		
2643507	2421593_0	1		
2643507	2643507_10	2		
2643507	3875028_9	1		
2643507	3589229_12	1		
2643507	2643507_16	2		
1502604	1808256_2	1		
1502604	2777751_3	2		
1502604	1081135_12	1		
1502604	139489_6	1		
1502604	2815354_2	2		
1502604	336249_5	1		
1502604	4206702_6	2		
1502604	3206998_8	1		
1502604	1781701_0	1		
1502604	3617938_6	1		
1502604	307316_6	1		
1502604	714664_3	2		
1502604	946376_16	3	0.25	0.07692307692307693
1502604	4154342_0	2		
1502604	2003161_2	1		
1502604	2551616_8	1		
1502604	1964316_4	1		
1502604	2994485_15	1		
1502604	250295_4	4	0.5	0.10526315789473684
1502604	3902731_15	1		
1502604	2479423_1	1		
1502604	2182052_1	1		
1502604	2896298_1	2		
1502604	4271164_0	1		
1502604	2816478_6	1		
1502604	1502604_0	4	0.75	0.11538461538461539
1502604	2597218_0	1		
1502604	4113671_5	1		
1502604	632879_5	1		
1502604	3259629_1	1		
3554263	714612_3	1		
3554263	1956064_7	2		
3554263	1725826_6	3	0.05	0.3333333333333333
3554263	138535_7	4	0.1	0.5
3554263	4171937_2	2		
3554263	3245196_5	4	0.15	0.5
3554263	1000150_3	2		
3554263	76436_3	1		
3554263	2787567_4	1		
3554263	3298957_13	2		
3554263	2170642_5	2		
3554263	250848_9	3	0.2	0.3333333333333333
3554263	1272836_4	2		
3554263	778164_2	3	0.25	0.35714285714285715
3554263	3971195_1	1		
3554263	2145892_14	1		
3554263	2787567_1	1		
3554263	1990217_1	1		
3554263	3287239_0	1		
3554263	1956064_6	4	0.3	0.3
3554263	951060_2	3	0.35	0.3333333333333333
3554263	3594006_2	1		
3554263	1582877_12	1		
3554263	3146069_12	1		
3554263	1817847_1	1		
3554263	2247502_6	3	0.4	0.3076923076923077
3554263	1404624_3	1		
3554263	1340574_10	1		
3554263	1680777_5	1		
3554263	2590595_1	1		
3313308	2931609_3	1		
3313308	3397228_4	2		
3313308	4369443_0	4	0.0625	0.3333333333333333
3313308	1926712_4	2		
3313308	2795030_0	1		
3313308	1184301_0	1		
3313308	311770_2	1		
3313308	2265050_13	1		
3313308	2673691_5	1		
3313308	502093_2	1		
3313308	849221_14	1		
3313308	3759973_26	1		
3313308	2072335_15	1		
3313308	2380990_6	1		
3313308	3910925_4	1		
3313308	3665224_3	1		
3313308	2561964_12	1		
3313308	2159677_1	3	0.125	0.1111111111111111
3313308	2984481_6	2		
3313308	1207074_10	1		
3313308	828735_2	1		
3313308	1364894_10	1		
3313308	3409233_14	1		
3313308	1740321_13	1		
3313308	564570_3	2		
3313308	1364894_5	1		
3313308	73883_3	1		
3313308	3219248_1	4	0.1875	0.10714285714285714
3313308	1340574_5	1		
3313308	111526_5	1		
4357460	3259629_1	1		
4357460	213510_9	2		
4357460	4113671_5	2		
4357460	429066_5	2		
4357460	20376_10	2		
4357460	2028927_7	2		
4357460	1847289_1	3	0.07692307692307693	0.14285714285714285
4357460	1623623_2	1		
4357460	746975_2	2		
4357460	456343_1	1		
4357460	2003161_2	1		
4357460	605629_3	2		
4357460	1880300_3	1		
4357460	4209320_0	2		
4357460	997038_3	3	0.15384615384615385	0.13333333333333333
4357460	1345608_1	2		
4357460	99379_0	3	0.23076923076923078	0.17647058823529413
4357460	1104015_6	1		
4357460	2372266_3	1		
4357460	4357460_8	2		
4357460	2551616_8	1		
4357460	1964316_4	1		
4357460	661584_6	1		
4357460	3091603_2	1		
4357460	1543648_2	2		
4357460	2192891_9	1		
4357460	1791276_11	1		
4357460	226848_1	2		
4357460	2539741_3	1		
4357460	1062527_5	1		
2582920	2582920_10	3	0.047619047619047616	1.0
2582920	2582920_11	3	0.09523809523809523	1.0
2582920	2582920_18	3	0.14285714285714285	1.0
2582920	2582920_23	3	0.19047619047619047	1.0
2582920	2582920_21	4	0.23809523809523808	1.0
2582920	2582920_6	4	0.2857142857142857	1.0
2582920	2582920_1	3	0.3333333333333333	1.0
2582920	2582920_8	3	0.38095238095238093	1.0
2582920	2582920_12	3	0.42857142857142855	1.0
2582920	2582920_3	4	0.47619047619047616	1.0
2582920	2582920_2	2		
2582920	2582920_0	4	0.5238095238095238	0.9166666666666666
2582920	2582920_4	4	0.5714285714285714	0.9230769230769231
2582920	2582920_25	4	0.6190476190476191	0.9285714285714286
2582920	2582920_7	2		
2582920	225575_0	1		
2582920	3430495_5	1		
2582920	2582920_19	3	0.6666666666666666	0.7777777777777778
2582920	2582920_20	4	0.7142857142857143	0.7894736842105263
2582920	2582920_16	4	0.7619047619047619	0.8
2582920	2582920_15	4	0.8095238095238095	0.8095238095238095
2582920	2582920_22	2		
2582920	225575_1	1		
2582920	225575_21	1		
2582920	4210039_8	1		
2582920	1338579_0	1		
2582920	3723508_3	1		
2582920	1659279_2	2		
2582920	2582920_13	4	0.8571428571428571	0.6206896551724138
2582920	3198591_9	1		
4462511	1852661_5	2		
4462511	3682952_6	1		
4462511	3354590_2	2		
4462511	2386698_0	4	0.16666666666666666	0.25
4462511	4462511_1	3	0.3333333333333333	0.4
4462511	2514686_3	1		
4462511	741078_8	3	0.5	0.42857142857142855
4462511	1238666_3	2		
4462511	1427998_1	2		
4462511	592364_3	1		
4462511	1300291_5	1		
4462511	2325953_9	1		
4462511	4382010_2	1		
4462511	994523_4	1		
4462511	938564_8	1		
4462511	514592_6	1		
4462511	918942_17	1		
4462511	2157596_4	2		
4462511	3792167_0	2		
4462511	1323949_3	1		
4462511	1015398_8	1		
4462511	2143798_0	2		
4462511	582850_8	4	0.6666666666666666	0.17391304347826086
4462511	3269522_5	1		
