query_id	doc_id
4448097	3154825_1
4448097	3911772_2
4448097	3264099_4
1287437	3339223_8
1287437	150749_3
1287437	1287437_0
1287437	956682_14
1287437	3777714_2
1287437	925163_0
1287437	843022_8
1287437	2489233_8
1287437	4337286_0
1287437	3498093_1
1287437	1761427_5
1287437	598425_4
1287437	1402930_0
1287437	4223149_5
1287437	3596739_6
1287437	2604_2
1287437	3777714_0
1287437	956682_15
1287437	973859_3
1287437	3777714_1
1287437	896725_8
1287437	3596739_2
1287437	956682_10
1287437	1302416_4
1287437	1199639_10
1287437	1302416_0
1287437	2787104_2
1287437	3451437_0
1287437	2290758_0
1287437	3863389_5
2956570	186445_0
2956570	550933_7
2956570	3766945_0
2956570	2956570_0
2956570	954746_1
2956570	2956570_5
2956570	2956570_6
2956570	4066758_22
2956570	2519825_4
2956570	3538973_2
2956570	948766_0
2956570	3909432_13
2956570	3970933_3
2956570	3538973_0
2956570	3538973_1
2956570	4443815_9
2956570	2956570_3
2956570	190463_0
2956570	2184493_0
2956570	1690271_1
2956570	1864386_3
2956570	499974_94
2956570	2956570_4
2956570	2519825_11
2956570	2061424_6
2956570	2018562_5
2956570	2539741_5
2956570	2628801_1
2956570	4185501_12
2956570	2796298_0
1351675	1062527_5
1351675	3091603_2
1351675	3767210_5
1351675	449814_30
1351675	429066_5
1351675	4149121_2
1351675	2250327_3
1351675	4301872_3
1351675	1220420_0
1351675	1791276_11
1351675	975675_3
1351675	3902668_1
1351675	1792352_1
1351675	2895212_1
1351675	2720201_4
1351675	2680043_1
1351675	746975_2
1351675	456343_1
1351675	1847289_1
1351675	4216780_4
1351675	1880300_3
1351675	4209320_0
1351675	4357460_14
1351675	997038_3
1351675	1835434_6
1351675	20376_10
1351675	4406669_4
1351675	1345608_1
1351675	3559048_10
1351675	2865988_0
1783010	1783010_6
1783010	1166941_1
1783010	3593337_1
1783010	1814059_0
1783010	2855289_1
1783010	3025260_1
1783010	993930_4
1783010	993930_6
1783010	3154825_1
1783010	3911772_2
1783010	3264099_4
1783010	1189138_4
1783010	3087730_3
1783010	2854662_2
1783010	550353_0
1783010	1351675_0
1783010	1351675_1
1783010	1351675_2
1783010	1351675_3
1783010	1888463_0
1783010	641980_0
1783010	641980_3
1783010	4216080_1
1783010	3226524_5
1783010	3074426_2
1783010	2143798_0
1783010	1881985_0
1783010	4047045_0
1783010	122136_0
1783010	1443498_0
2799913	267071_17
2799913	1715937_5
2799913	1584386_1
2799913	843027_0
2799913	24637_5
2799913	3377816_9
2799913	922849_22
2799913	2834121_0
2799913	2150043_6
2799913	868944_11
2799913	558309_22
2799913	247042_4
2799913	4361653_7
2799913	2245816_2
2799913	2893666_8
2799913	1373069_7
2799913	1477322_4
2799913	2834121_1
2799913	350270_1
2799913	2286595_1
2799913	3698636_3
2799913	250848_9
2799913	821387_20
2799913	3874326_0
2799913	843631_3
2799913	2026361_1
2799913	919065_1
2799913	762066_5
2799913	1926712_3
2799913	2126572_1
2142044	1466730_10
2142044	776235_11
2142044	811091_0
2142044	788976_8
2142044	4312176_7
2142044	418085_1
2142044	2310879_1
2142044	668613_5
2142044	1466730_1
2142044	2159677_1
2142044	2698227_3
2142044	4344424_2
2142044	2294159_1
2142044	2170642_5
2142044	3507491_14
2142044	4367654_4
2142044	1351675_1
2142044	4231010_6
2142044	418085_0
2142044	4088247_0
2142044	4190287_4
2142044	788976_10
2142044	3137439_4
2142044	3169320_1
2142044	3472762_2
2142044	1860183_4
2142044	3979971_8
2142044	2142044_0
2142044	1977915_12
2142044	3885414_7
707303	2176089_0
707303	829519_10
707303	707303_2
707303	1673450_4
707303	707303_4
707303	1948910_22
707303	595324_10
707303	1257519_4
707303	728215_2
707303	76436_3
707303	922849_22
707303	3288199_0
707303	1473540_1
707303	866250_0
707303	2473920_0
707303	250848_9
707303	1402231_0
707303	3025319_14
707303	317089_12
707303	1878166_4
707303	3077125_2
707303	1519022_3
707303	2145892_14
707303	2041367_0
707303	2446614_6
707303	3554263_2
707303	3016922_10
707303	3594006_2
707303	696864_6
707303	3146069_12
676028	676028_2
676028	1676158_3
676028	3685222_3
676028	1676158_2
676028	3347960_0
676028	2643507_20
676028	1136677_4
676028	90118_2
676028	638670_33
676028	3878374_9
676028	4293131_2
676028	1582877_7
676028	1676158_6
676028	288178_4
676028	676028_0
676028	2008017_3
676028	809037_4
676028	2667024_0
676028	3313308_2
676028	2443586_16
676028	4354280_3
676028	922849_25
676028	2008017_2
676028	922849_31
676028	312215_3
676028	2266782_2
676028	199087_14
676028	2643507_5
676028	248974_2
676028	2929480_7
2484180	2484180_8
2484180	2145892_14
2484180	1047976_2
2484180	2132185_8
2484180	3977461_0
2484180	3035718_6
2484180	2804395_3
2484180	921891_4
2484180	3824206_8
2484180	1778017_5
2484180	3971195_1
2484180	2548275_4
2484180	2484180_11
2484180	2008017_2
2484180	2484180_7
2484180	2484180_6
2484180	4018891_67
2484180	1431284_13
2484180	76436_3
2484180	4213891_5
2484180	2008017_13
2484180	4234902_0
2484180	2600376_4
2484180	3759973_13
2484180	2484180_1
2484180	2484180_10
2484180	1404624_3
2484180	499974_94
2484180	3381250_9
2484180	2387399_22
2814599	2814599_1
2814599	2814599_3
2814599	2814599_0
2814599	2814599_4
2814599	332150_1
2814599	2607044_0
2814599	1784939_7
2814599	421818_4
2814599	1922877_8
2814599	2146313_11
2814599	2220192_6
2814599	2674232_1
2814599	1444008_1
2814599	295179_4
2814599	2814599_2
2814599	388224_10
2814599	3647196_9
2814599	2849814_2
2814599	1806469_2
2814599	3399136_3
2814599	1110438_2
2814599	751_6
2814599	2814599_5
2814599	4018891_55
2814599	1780249_10
2814599	2814722_5
2814599	3873627_0
2814599	932490_4
2814599	3784480_2
2814599	733519_2
1702151	39478_1
1702151	3655585_4
1702151	4279699_1
1702151	4020672_0
1702151	939905_9
1702151	568025_0
1702151	1880300_3
1702151	617028_6
1702151	149001_6
1702151	2785504_9
1702151	2298623_2
1702151	2859083_3
1702151	4250296_6
1702151	2641742_3
1702151	986088_8
1702151	1397825_1
1702151	2188621_3
1702151	1900286_7
1702151	1702151_0
1702151	4316440_8
1702151	2292753_5
1702151	2585255_1
1702151	1514827_7
1702151	1551178_7
1702151	462424_5
1702151	2152074_1
1702151	1745273_0
1702151	4020184_0
1702151	2172889_1
1702151	728252_6
851124	851124_2
851124	3747481_14
851124	780772_4
851124	956422_2
851124	2189014_1
851124	4215432_1
851124	3964333_5
851124	2762948_14
851124	4476738_0
851124	851124_4
851124	851124_3
851124	841330_5
851124	234348_2
851124	1440592_8
851124	1354800_2
851124	851124_5
851124	1515803_6
851124	3097963_0
851124	2352161_1
851124	851124_0
851124	2019409_7
851124	4271823_11
851124	1944018_17
851124	3488694_3
851124	558570_11
851124	279279_3
851124	2287079_3
851124	2650608_4
851124	2380990_1
851124	4249547_0
3698636	2662230_2
3698636	1822999_8
3698636	3597817_1
3698636	754739_7
3698636	1115338_10
3698636	3837600_0
3698636	1526792_6
3698636	3171875_8
3698636	4347647_4
3698636	1658873_7
3698636	1187880_4
3698636	2205199_2
3698636	3644497_8
3698636	4226760_9
3698636	4473331_4
3698636	4035663_2
3698636	3698636_0
3698636	3319146_7
3698636	3152320_20
3698636	3234900_12
3698636	2722241_9
3698636	235551_5
3698636	3698636_7
3698636	3409233_14
3698636	2329578_7
3698636	2484180_0
3698636	2722241_12
3698636	3271086_6
3698636	3698636_6
3698636	235551_0
1844896	1485188_11
1844896	2529760_0
1844896	1844896_2
1844896	2360161_1
1844896	1844896_4
1844896	4181216_6
1844896	1844896_1
1844896	2649026_1
1844896	4143403_9
1844896	3557329_3
1844896	2548275_17
1844896	580714_0
1844896	1044213_0
1844896	1184057_0
1844896	1958890_5
1844896	1854996_2
1844896	2843675_3
1844896	2318465_1
1844896	949154_15
1844896	402514_6
1844896	742417_5
1844896	369149_0
1844896	3723508_3
1844896	4210039_13
1844896	793463_19
1844896	2683964_0
1844896	3547758_0
1844896	1844896_3
1844896	1209792_4
1844896	128053_1
2290758	842869_9
2290758	1674423_10
2290758	1015398_8
2290758	4263006_2
2290758	2789367_1
2290758	627742_0
2290758	2594000_0
2290758	3444414_20
2290758	3338514_7
2290758	4018891_13
2290758	852482_1
2290758	938564_8
2290758	1010128_1
2290758	1675113_3
2290758	3882948_11
2290758	2008017_13
2290758	3851041_31
2290758	4447742_17
2290758	385425_6
2290758	4165382_7
2290758	2787567_4
2290758	795626_4
2290758	3557397_1
2290758	2290802_3
2290758	2541591_11
2290758	3594006_2
2290758	592364_3
2290758	1300291_5
2290758	2325953_9
2290758	4018891_44
143833	4105530_10
143833	2580192_2
143833	4032001_7
143833	1130467_0
143833	2539741_0
143833	211922_2
143833	3769909_5
143833	3757501_4
143833	1391621_5
143833	2404029_2
143833	158155_14
143833	202603_8
143833	143833_0
143833	3542328_40
143833	3723508_3
143833	3977645_5
143833	746920_2
143833	3511244_1
143833	2582920_13
143833	1910512_0
143833	143833_5
143833	143833_6
143833	1458356_0
143833	1814439_2
143833	1191517_0
143833	2462566_8
143833	1453706_13
143833	3694941_2
143833	1598784_2
143833	143833_4
3910925	4428185_5
3910925	4428185_0
3910925	3720632_7
3910925	2831596_5
3910925	3081548_1
3910925	1961993_3
3910925	590494_3
3910925	1742488_2
3910925	3720632_4
3910925	3910925_6
3910925	2556570_2
3910925	3910925_2
3910925	3910925_9
3910925	2349974_3
3910925	3910925_7
3910925	1961993_1
3910925	3143517_0
3910925	696384_0
3910925	834635_0
3910925	601072_7
3910925	728428_1
3910925	2065163_1
3910925	3513905_7
3910925	1208437_1
3910925	283506_5
3910925	3143517_14
3910925	1825763_2
3910925	1825763_0
3910925	1296683_4
3910925	283506_3
2643507	2643507_2
2643507	2643507_9
2643507	2643507_0
2643507	2643507_15
2643507	2643507_12
2643507	2643507_7
2643507	1563045_2
2643507	4221450_0
2643507	2643507_19
2643507	2925174_1
2643507	364589_9
2643507	3803905_12
2643507	903196_1
2643507	364589_5
2643507	2679009_4
2643507	2643507_13
2643507	1374825_0
2643507	2643507_21
2643507	2889585_5
2643507	751_6
2643507	1589216_5
2643507	1270436_7
2643507	2643507_4
2643507	3562810_2
2643507	1167882_5
2643507	2421593_0
2643507	2643507_10
2643507	3875028_9
2643507	3589229_12
2643507	2643507_16
1502604	1808256_2
1502604	2777751_3
1502604	1081135_12
1502604	139489_6
1502604	2815354_2
1502604	336249_5
1502604	4206702_6
1502604	3206998_8
1502604	1781701_0
1502604	3617938_6
1502604	307316_6
1502604	714664_3
1502604	946376_16
1502604	4154342_0
1502604	2003161_2
1502604	2551616_8
1502604	1964316_4
1502604	2994485_15
1502604	250295_4
1502604	3902731_15
1502604	2479423_1
1502604	2182052_1
1502604	2896298_1
1502604	4271164_0
1502604	2816478_6
1502604	1502604_0
1502604	2597218_0
1502604	4113671_5
1502604	632879_5
1502604	3259629_1
3554263	714612_3
3554263	1956064_7
3554263	1725826_6
3554263	138535_7
3554263	4171937_2
3554263	3245196_5
3554263	1000150_3
3554263	76436_3
3554263	2787567_4
3554263	3298957_13
3554263	2170642_5
3554263	250848_9
3554263	1272836_4
3554263	778164_2
3554263	3971195_1
3554263	2145892_14
3554263	2787567_1
3554263	1990217_1
3554263	3287239_0
3554263	1956064_6
3554263	951060_2
3554263	3594006_2
3554263	1582877_12
3554263	3146069_12
3554263	1817847_1
3554263	2247502_6
3554263	1404624_3
3554263	1340574_10
3554263	1680777_5
3554263	2590595_1
3313308	2931609_3
3313308	3397228_4
3313308	4369443_0
3313308	1926712_4
3313308	2795030_0
3313308	1184301_0
3313308	311770_2
3313308	2265050_13
3313308	2673691_5
3313308	502093_2
3313308	849221_14
3313308	3759973_26
3313308	2072335_15
3313308	2380990_6
3313308	3910925_4
3313308	3665224_3
3313308	2561964_12
3313308	2159677_1
3313308	2984481_6
3313308	1207074_10
3313308	828735_2
3313308	1364894_10
3313308	3409233_14
3313308	1740321_13
3313308	564570_3
3313308	1364894_5
3313308	73883_3
3313308	3219248_1
3313308	1340574_5
3313308	111526_5
4357460	3259629_1
4357460	213510_9
4357460	4113671_5
4357460	429066_5
4357460	20376_10
4357460	2028927_7
4357460	1847289_1
4357460	1623623_2
4357460	746975_2
4357460	456343_1
4357460	2003161_2
4357460	605629_3
4357460	1880300_3
4357460	4209320_0
4357460	997038_3
4357460	1345608_1
4357460	99379_0
4357460	1104015_6
4357460	2372266_3
4357460	4357460_8
4357460	2551616_8
4357460	1964316_4
4357460	661584_6
4357460	3091603_2
4357460	1543648_2
4357460	2192891_9
4357460	1791276_11
4357460	226848_1
4357460	2539741_3
4357460	1062527_5
2582920	2582920_10
2582920	2582920_11
2582920	2582920_18
2582920	2582920_23
2582920	2582920_21
2582920	2582920_6
2582920	2582920_1
2582920	2582920_8
2582920	2582920_12
2582920	2582920_3
2582920	2582920_2
2582920	2582920_0
2582920	2582920_4
2582920	2582920_25
2582920	2582920_7
2582920	225575_0
2582920	3430495_5
2582920	2582920_19
2582920	2582920_20
2582920	2582920_16
2582920	2582920_15
2582920	2582920_22
2582920	225575_1
2582920	225575_21
2582920	4210039_8
2582920	1338579_0
2582920	3723508_3
2582920	1659279_2
2582920	2582920_13
2582920	3198591_9
4462511	1852661_5
4462511	3682952_6
4462511	3354590_2
4462511	2386698_0
4462511	4462511_1
4462511	2514686_3
4462511	741078_8
4462511	1238666_3
4462511	1427998_1
4462511	592364_3
4462511	1300291_5
4462511	2325953_9
4462511	4382010_2
4462511	994523_4
4462511	938564_8
4462511	514592_6
4462511	918942_17
4462511	2157596_4
4462511	3792167_0
4462511	1323949_3
4462511	1015398_8
4462511	2143798_0
4462511	582850_8
4462511	3269522_5
4462511	4406669_28
4462511	2290758_3
4462511	582850_3
4462511	4274155_31
4462511	4044842_3
4462511	4018891_9
2795030	2795030_12
2795030	3759973_13
2795030	3385681_22
2795030	3682404_1
2795030	3759973_9
2795030	4367654_8
2795030	76436_3
2795030	3385681_15
2795030	3999489_11
2795030	4037397_3
2795030	3759973_15
2795030	2795030_13
2795030	2145892_14
2795030	1027890_3
2795030	2795030_11
2795030	1907578_17
2795030	3041926_2
2795030	4153592_1
2795030	3239329_8
2795030	3594006_2
2795030	951535_13
2795030	3146069_12
2795030	1817847_1
2795030	714612_3
2795030	951535_36
2795030	1404624_3
2795030	1340574_10
2795030	4279699_9
2795030	32011_5
2795030	707303_4
312215	2198611_11
312215	312215_8
312215	312215_7
312215	2198611_10
312215	1798175_6
312215	2269965_0
312215	2901201_3
312215	312215_2
312215	1798175_4
312215	1602635_3
312215	312215_4
312215	312215_5
312215	1060042_1
312215	2643507_14
312215	2901201_4
312215	2901201_0
312215	312215_9
312215	2562102_1
312215	1015800_24
312215	2360161_0
312215	2198611_9
312215	4311093_4
312215	312215_10
312215	1209792_4
312215	3685035_20
312215	2269965_1
312215	2753255_2
312215	1480360_3
312215	3124555_3
312215	39478_1
3363149	3363149_0
3363149	3363149_4
3363149	1833501_2
3363149	3363149_5
3363149	388234_3
3363149	1611814_2
3363149	1230786_2
3363149	1211362_0
3363149	1249260_3
3363149	2131837_1
3363149	3363149_1
3363149	3939507_2
3363149	4047045_0
3363149	1611814_1
3363149	3820690_5
3363149	871103_0
3363149	1710501_1
3363149	4018891_47
3363149	2350207_5
3363149	1030690_0
3363149	1611814_0
3363149	3396066_7
3363149	714612_4
3363149	3992892_9
3363149	962816_9
3363149	2797224_3
3363149	3757398_7
3363149	1310315_0
3363149	852482_4
3363149	3327416_16
1944018	1773381_1
1944018	3920126_11
1944018	717419_16
1944018	1628352_27
1944018	1607303_8
1944018	1628352_22
1944018	1773381_12
1944018	1511991_6
1944018	1046058_11
1944018	1944018_1
1944018	4293131_2
1944018	1628352_18
1944018	2086480_1
1944018	1944018_16
1944018	823705_8
1944018	1944018_24
1944018	1815428_13
1944018	199087_14
1944018	2307672_0
1944018	1944018_8
1944018	1944018_4
1944018	809037_4
1944018	1944018_25
1944018	1944018_18
1944018	1235498_5
1944018	3347960_0
1944018	1944018_23
1944018	2779175_7
1944018	1944018_12
1944018	3920126_4
788976	2577358_6
788976	3038781_7
788976	4308477_2
788976	1296491_4
788976	788976_7
788976	3862765_0
788976	2577358_3
788976	2407047_3
788976	2207257_2
788976	788976_9
788976	3947483_7
788976	2710133_6
788976	1853599_7
788976	2214297_2
788976	1204476_2
788976	4377900_17
788976	255879_8
788976	1662210_4
788976	2207257_8
788976	126294_3
788976	788976_8
788976	790907_2
788976	1282199_1
788976	2309774_16
788976	1702151_3
788976	439645_31
788976	788976_0
788976	2081201_5
788976	788976_10
788976	1063812_11
4385316	1316226_9
4385316	4292466_0
4385316	3146069_12
4385316	1817847_1
4385316	4181216_5
4385316	864801_2
4385316	2265034_2
4385316	3165940_2
4385316	497709_4
4385316	1309764_2
4385316	3165940_5
4385316	4196886_6
4385316	3990014_2
4385316	81587_8
4385316	3165940_3
4385316	3790830_2
4385316	76436_3
4385316	1001002_9
4385316	4385316_5
4385316	3317208_8
4385316	2509689_6
4385316	1907578_17
4385316	1404624_3
4385316	4122089_1
4385316	3778999_4
4385316	1593316_4
4385316	1784267_3
4385316	2304196_2
4385316	1983610_10
4385316	3146069_5
551239	3593337_1
551239	3540587_0
551239	2874394_16
551239	3198589_2
551239	2640389_1
551239	3502164_2
551239	587929_0
551239	4335244_0
551239	2803492_8
551239	3819329_3
551239	243520_3
551239	2074044_3
551239	641466_0
551239	2956776_0
551239	2535475_5
551239	3946843_7
551239	2882464_0
551239	3368322_1
551239	1399727_2
551239	224270_3
551239	1399727_3
551239	858484_0
551239	4317770_7
551239	2803492_9
551239	2803492_1
551239	1948821_0
551239	4425036_2
551239	270342_3
551239	2551845_8
551239	3014637_0
3499881	3089958_18
3499881	3076949_10
3499881	3385681_5
3499881	256524_0
3499881	3499881_11
3499881	3385681_3
3499881	3499881_7
3499881	3385681_1
3499881	3385681_9
3499881	415231_1
3499881	1977054_0
3499881	3385681_21
3499881	842715_15
3499881	3385681_22
3499881	2814217_0
3499881	838135_7
3499881	1428708_5
3499881	2299281_9
3499881	1465150_11
3499881	3499881_2
3499881	3385681_11
3499881	699402_6
3499881	609370_6
3499881	1555828_1
3499881	2814217_2
3499881	1081707_4
3499881	2584082_5
3499881	4269531_1
3499881	4183398_6
3499881	2173128_2
4311093	989850_11
4311093	3031257_2
4311093	3542779_4
4311093	989850_12
4311093	882745_1
4311093	2217368_2
4311093	3085580_1
4311093	396703_7
4311093	3801750_0
4311093	112512_0
4311093	3085580_0
4311093	3085580_2
4311093	3085580_4
4311093	312215_9
4311093	4311093_6
4311093	201033_5
4311093	4311093_7
4311093	894525_3
4311093	4311093_9
4311093	4311093_8
4311093	3031257_3
4311093	3592567_1
4311093	1961993_3
4311093	2813162_14
4311093	3966742_0
4311093	2785579_0
4311093	451864_3
4311093	4311093_4
4311093	4311093_0
4311093	3396066_12
4256593	3384601_0
4256593	4256593_1
4256593	3164341_0
4256593	325934_1
4256593	2763149_3
4256593	2095328_1
4256593	1075565_1
4256593	4256593_0
4256593	811727_2
4256593	601023_0
4256593	946189_6
4256593	3609286_0
4256593	982409_1
4256593	3099962_3
4256593	1874881_7
4256593	3455905_3
4256593	2783398_16
4256593	3859964_0
4256593	2308189_0
4256593	782363_3
4256593	3513722_1
4256593	3599049_0
4256593	1860702_1
4256593	1860702_3
4256593	4256593_4
4256593	1487774_1
4256593	4256593_5
4256593	3738750_13
4256593	484496_7
4256593	1492175_1
1017690	1017690_0
1017690	625773_7
1017690	2908967_5
1017690	1209311_1
1017690	1830835_1
1017690	3014981_7
1017690	2478511_0
1017690	3449576_11
1017690	3832978_0
1017690	3988127_5
1017690	1017690_2
1017690	838135_16
1017690	2186958_11
1017690	1984512_0
1017690	654046_0
1017690	1888463_0
1017690	100582_1
1017690	3674432_9
1017690	1222002_3
1017690	3068480_0
1017690	808344_1
1017690	2062189_2
1017690	3665231_27
1017690	648371_2
1017690	1083701_2
1017690	3920126_4
1017690	415717_3
1017690	2062189_0
1017690	852628_1
1017690	2422224_5
667488	3066696_7
667488	2477620_2
667488	1258734_5
667488	3328664_17
667488	507298_9
667488	1476913_9
667488	1866441_4
667488	821230_5
667488	3101488_2
667488	2846433_2
667488	772531_2
667488	2032462_2
667488	3460106_6
667488	688359_5
667488	922849_32
667488	669829_10
667488	1702151_3
667488	2477620_4
667488	2477620_1
667488	3353798_1
667488	1871901_11
667488	4470463_0
667488	1670291_1
667488	667488_2
667488	3993397_11
667488	4157307_2
667488	4089749_3
667488	901548_3
667488	1138153_1
667488	4196421_2
3507491	3507491_2
3507491	1216649_1
3507491	3258291_26
3507491	3258291_15
3507491	3507491_1
3507491	3507491_17
3507491	3507491_11
3507491	2180086_10
3507491	2540881_3
3507491	4235462_0
3507491	3507491_7
3507491	3507491_13
3507491	1822885_0
3507491	1773381_1
3507491	2828371_17
3507491	1689674_8
3507491	92934_24
3507491	89648_9
3507491	4475476_6
3507491	3507491_16
3507491	3604708_3
3507491	3507491_14
3507491	740606_0
3507491	3507491_10
3507491	1862777_1
3507491	4154146_2
3507491	3507491_9
3507491	4074085_12
3507491	922849_29
3507491	3133147_9
2634143	412002_2
2634143	68860_1
2634143	2965308_5
2634143	883246_3
2634143	2634143_1
2634143	3549513_0
2634143	2822782_1
2634143	1199801_2
2634143	1870918_10
2634143	3738750_13
2634143	453024_0
2634143	346070_1
2634143	386045_0
2634143	1854656_10
2634143	1787302_9
2634143	1841876_0
2634143	3103275_2
2634143	3549513_1
2634143	4266441_2
2634143	1559320_2
2634143	1428555_1
2634143	2813625_0
2634143	383384_2
2634143	2944022_5
2634143	1872522_1
2634143	1562773_4
2634143	368525_2
2634143	2296382_0
2634143	2892478_1
2634143	3025260_1
3396066	1492370_3
3396066	1148987_10
3396066	2035707_1
3396066	4188646_2
3396066	48951_2
3396066	1578718_35
3396066	3396066_11
3396066	3159000_4
3396066	753026_4
3396066	753026_6
3396066	3646403_2
3396066	1925143_1
3396066	2590387_10
3396066	3974525_0
3396066	4280931_1
3396066	4471220_1
3396066	2679009_2
3396066	3960080_4
3396066	3341098_5
3396066	309772_3
3396066	2732477_7
3396066	4450746_1
3396066	4454467_7
3396066	1802263_3
3396066	4382889_8
3396066	2732477_0
3396066	3499881_3
3396066	1522326_2
3396066	3396066_8
3396066	3038781_7
2892478	1664423_2
2892478	3437121_0
2892478	3143818_2
2892478	714612_9
2892478	714612_7
2892478	4394257_0
2892478	3691159_0
2892478	2116993_0
2892478	1188368_3
2892478	3986699_4
2892478	3870854_6
2892478	2501699_1
2892478	3800929_1
2892478	714612_1
2892478	2781942_4
2892478	4394257_7
2892478	484496_2
2892478	4403555_1
2892478	3283011_0
2892478	1292734_20
2892478	3618683_0
2892478	3986699_1
2892478	3385681_12
2892478	4302021_2
2892478	1349828_10
2892478	229303_0
2892478	2213996_1
2892478	3576052_0
2892478	337845_0
2892478	4394257_6
3155314	3155314_2
3155314	3198591_9
3155314	3574832_3
3155314	4107501_9
3155314	3198591_4
3155314	2484567_2
3155314	2625849_1
3155314	3198591_18
3155314	3198591_23
3155314	4287339_9
3155314	4287339_19
3155314	851226_1
3155314	3198591_3
3155314	969379_5
3155314	2160193_4
3155314	3155314_0
3155314	4181216_4
3155314	413260_17
3155314	3198591_6
3155314	4370955_3
3155314	4026949_4
3155314	3280274_1
3155314	2556559_5
3155314	4406669_34
3155314	2008738_13
3155314	3562551_0
3155314	369149_0
3155314	3899872_49
3155314	4406669_6
3155314	4181216_0
785823	4297168_1
785823	3474464_2
785823	785823_1
785823	850911_12
785823	3035489_2
785823	4018891_66
785823	3226524_5
785823	4434983_0
785823	785823_2
785823	1606105_3
785823	973819_1
785823	3588470_6
785823	4237774_0
785823	2308266_5
785823	4090118_13
785823	1273508_0
785823	785823_6
785823	443848_5
785823	3270056_3
785823	2258495_0
785823	2225026_5
785823	785823_4
785823	1590133_11
785823	2971203_0
785823	231585_0
785823	172731_0
785823	3618486_0
785823	523131_1
785823	472463_17
785823	785823_3
2815090	2609953_22
2815090	497800_8
2815090	213488_21
2815090	1862795_3
2815090	3074426_2
2815090	2815090_2
2815090	2415918_2
2815090	3874326_3
2815090	2860673_4
2815090	2370312_2
2815090	4318787_2
2815090	4278201_3
2815090	3716252_4
2815090	2448180_1
2815090	2815090_1
2815090	559015_3
2815090	4318360_11
2815090	4311093_0
2815090	2305198_0
2815090	1598784_2
2815090	1973219_0
2815090	2258495_0
2815090	4448097_0
2815090	698757_23
2815090	558570_4
2815090	1308452_1
